DBID	Name	Org	Gene	genelen	phenotype	function	intronlen	intronstat	txn_name	txnlen
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00004114	1071
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00004409	1063
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00004622	1144
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00004698	1216
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00005199	1158
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00005539	1059
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00005542	1083
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00005590	1061
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00005752	1092
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00006286	1065
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00006999	1073
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00007218	1210
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00008058	1223
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00009485	1228
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00012082	1084
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00012804	1057
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00012851	1078
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00013294	1053
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00013502	1047
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00014270	1208
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00014404	1039
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00014420	1102
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00014608	1221
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00014740	1247
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00015524	1170
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00016939	1202
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00017418	1045
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00017422	1078
S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	987	Essential gene in S288C and W303 but non-essential in Sigma1278b; heterozygous null mutant displays both decreased growth and decreased resistance to starvation; disruption of complex formation with EF1A results in the loss of actin cables and patches and an increase in cell size	Guanyl-nucleotide exchange factor subunit of the translation elongation factor 1 (EF-1) complex; functions in translation elongation and regulation of translational termination; moonlighting role as a regulator of the actin bundling activity of the EF-1 subunit eEF1A, encoded by TEF1 and TEF2	365	Active	SC_Transcript_00017620	1233
S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	467	Non-essential gene; null mutant is defective in endocytosis; overexpression causes defects in actin cytoskeleton and abnormalities in cell cycle progression through G2
	SNAP receptor involved in Golgi to plasma membrane transport, vesicle fusion, endocytosis, and exocytosis; localizes to the endosome, trans-Golgi network, transport vesicle membrane, plasma membrane, and bud neck	112	Active	SC_Transcript_00001700	604
S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	467	Non-essential gene; null mutant is defective in endocytosis; overexpression causes defects in actin cytoskeleton and abnormalities in cell cycle progression through G2
	SNAP receptor involved in Golgi to plasma membrane transport, vesicle fusion, endocytosis, and exocytosis; localizes to the endosome, trans-Golgi network, transport vesicle membrane, plasma membrane, and bud neck	112	Active	SC_Transcript_00002333	636
S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	467	Non-essential gene; null mutant is defective in endocytosis; overexpression causes defects in actin cytoskeleton and abnormalities in cell cycle progression through G2
	SNAP receptor involved in Golgi to plasma membrane transport, vesicle fusion, endocytosis, and exocytosis; localizes to the endosome, trans-Golgi network, transport vesicle membrane, plasma membrane, and bud neck	112	Active	SC_Transcript_00002841	599
S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	467	Non-essential gene; null mutant is defective in endocytosis; overexpression causes defects in actin cytoskeleton and abnormalities in cell cycle progression through G2
	SNAP receptor involved in Golgi to plasma membrane transport, vesicle fusion, endocytosis, and exocytosis; localizes to the endosome, trans-Golgi network, transport vesicle membrane, plasma membrane, and bud neck	112	Active	SC_Transcript_00002998	588
S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	467	Non-essential gene; null mutant is defective in endocytosis; overexpression causes defects in actin cytoskeleton and abnormalities in cell cycle progression through G2
	SNAP receptor involved in Golgi to plasma membrane transport, vesicle fusion, endocytosis, and exocytosis; localizes to the endosome, trans-Golgi network, transport vesicle membrane, plasma membrane, and bud neck	112	Active	SC_Transcript_00005634	593
S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	467	Non-essential gene; null mutant is defective in endocytosis; overexpression causes defects in actin cytoskeleton and abnormalities in cell cycle progression through G2
	SNAP receptor involved in Golgi to plasma membrane transport, vesicle fusion, endocytosis, and exocytosis; localizes to the endosome, trans-Golgi network, transport vesicle membrane, plasma membrane, and bud neck	112	Active	SC_Transcript_00009996	598
S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	467	Non-essential gene; null mutant is defective in endocytosis; overexpression causes defects in actin cytoskeleton and abnormalities in cell cycle progression through G2
	SNAP receptor involved in Golgi to plasma membrane transport, vesicle fusion, endocytosis, and exocytosis; localizes to the endosome, trans-Golgi network, transport vesicle membrane, plasma membrane, and bud neck	112	Active	SC_Transcript_00013276	631
S000000114	YBL018C	S. cerevisiae	POP8	Processing Of Precursor RNAs	477	""	""	74	Active	SC_Transcript_00003054	568
S000000114	YBL018C	S. cerevisiae	POP8	Processing Of Precursor RNAs	477	""	""	74	Active	SC_Transcript_00004760	583
S000000114	YBL018C	S. cerevisiae	POP8	Processing Of Precursor RNAs	477	""	""	74	Active	SC_Transcript_00004829	544
S000000114	YBL018C	S. cerevisiae	POP8	Processing Of Precursor RNAs	477	""	""	74	Active	SC_Transcript_00009894	602
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00002023	607
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00002197	618
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00002623	644
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00004621	549
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00005391	613
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00008040	587
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00010847	557
S000000122	YBL026W	S. cerevisiae	LSM2	Like SM	416	""	""	127	Active	SC_Transcript_00012412	592
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00000295	1080
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00000428	1077
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00000622	1032
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00001384	1063
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00001779	1090
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00002971	1102
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00003526	1084
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00003985	1057
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00004042	1097
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00004103	1037
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00004334	1081
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00004396	1086
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00005019	1129
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00005115	1090
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00005511	1085
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00006129	1063
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00006707	1094
S000000123	YBL027W	S. cerevisiae	RPL19B	Ribosomal Protein of the Large subunit	954	""	Subunit of the cytosolic large ribosomal subunit; involved in translation	383	Active	SC_Transcript_00006723	1064
